transactionNo,date,price,product_name,category,payment_mode,customer_age,customer_gender
392,2023-12-08,394.01,Dumbbell,Strength,Cash,37,Female
393,2024-08-07,599.97,Exercise Bike,Cardio,Debit Card,43,Female
394,2023-12-12,710.2,Yoga Mat,Accessories,Cash,58,Male
395,2024-03-26,979.94,Rowing Machine,Cardio,Debit Card,26,Female
396,2024-06-22,118.01,Kettlebell,Strength,Cash,37,Male
397,2023-09-20,660.88,Pull-up Bar,Accessories,Debit Card,56,Male
398,2024-03-12,675.6,Elliptical,Cardio,Credit Card,23,Female
399,2024-08-16,547.78,Kettlebell,Strength,Credit Card,36,Female
400,2024-08-25,153.94,Pull-up Bar,Accessories,Credit Card,19,Male
401,2024-08-12,1121.62,Barbell,Strength,Debit Card,39,Other
402,2023-10-15,643.35,Dumbbell,Strength,Cash,49,Other
403,2024-02-15,527.32,Pull-up Bar,Accessories,Online Payment,62,Male
404,2023-09-22,1280.15,Pull-up Bar,Accessories,Debit Card,41,Female
405,2023-12-27,1269.68,Yoga Mat,Accessories,Debit Card,21,Female
406,2023-10-07,460.7,Barbell,Strength,Credit Card,38,Female
407,2024-04-20,540.32,Resistance Band,Accessories,Debit Card,18,Male
408,2024-08-05,636.99,Pull-up Bar,Accessories,Credit Card,19,Female
409,2024-01-14,1364.46,Elliptical,Cardio,Online Payment,48,Other
410,2023-10-26,51.18,Rowing Machine,Cardio,Debit Card,37,Male
411,2024-01-22,879.83,Treadmill,Cardio,Cash,48,Male
412,2024-06-07,995.99,Barbell,Strength,Debit Card,44,Female
413,2024-07-13,1112.9,Treadmill,Cardio,Debit Card,47,Female
414,2024-08-23,502.05,Pull-up Bar,Accessories,Debit Card,29,Female
415,2024-04-01,835.39,Yoga Mat,Accessories,Cash,36,Female
416,2024-05-28,1461.01,Elliptical,Cardio,Debit Card,42,Other
417,2024-04-17,617.62,Dumbbell,Strength,Debit Card,21,Female
418,2024-06-07,1013.56,Elliptical,Cardio,Online Payment,29,Other
419,2023-09-29,1279.99,Treadmill,Cardio,Credit Card,45,Female
420,2024-07-28,1365.23,Rowing Machine,Cardio,Online Payment,57,Male
421,2024-04-22,1048.91,Exercise Bike,Cardio,Online Payment,58,Other
422,2023-12-26,804.19,Barbell,Strength,Debit Card,50,Male
423,2024-05-01,556.17,Yoga Mat,Accessories,Online Payment,39,Other
424,2024-02-28,715.72,Barbell,Strength,Credit Card,34,Other
425,2024-06-20,1487.07,Treadmill,Cardio,Online Payment,28,Female
426,2024-01-17,84.39,Rowing Machine,Cardio,Online Payment,47,Other
427,2024-05-22,1312.1,Barbell,Strength,Debit Card,40,Other
428,2023-10-30,1035.5,Resistance Band,Accessories,Online Payment,37,Other
429,2024-05-05,799.29,Rowing Machine,Cardio,Debit Card,53,Male
430,2024-07-03,1069.01,Resistance Band,Accessories,Debit Card,38,Other
431,2024-06-17,350.25,Yoga Mat,Accessories,Cash,23,Female
432,2024-03-10,1246.78,Rowing Machine,Cardio,Online Payment,23,Male
433,2024-01-21,1146.23,Elliptical,Cardio,Cash,19,Other
434,2023-09-11,627.9,Yoga Mat,Accessories,Debit Card,36,Female
435,2024-01-25,928.01,Yoga Mat,Accessories,Cash,33,Female
436,2024-03-22,782.05,Dumbbell,Strength,Credit Card,25,Female
437,2023-11-29,393.69,Exercise Bike,Cardio,Credit Card,43,Male
438,2024-08-01,957.6,Kettlebell,Strength,Cash,28,Male
439,2023-11-07,1103.09,Barbell,Strength,Online Payment,43,Other
440,2024-07-12,532.1,Resistance Band,Accessories,Debit Card,22,Male
441,2024-07-19,651.43,Exercise Bike,Cardio,Credit Card,50,Female
442,2024-07-03,167.91,Pull-up Bar,Accessories,Cash,64,Female
443,2024-03-18,281.07,Elliptical,Cardio,Credit Card,29,Male
444,2024-05-29,1309.49,Dumbbell,Strength,Debit Card,43,Other
445,2024-05-26,86.1,Kettlebell,Strength,Online Payment,45,Female
446,2024-02-03,789.34,Exercise Bike,Cardio,Cash,36,Other
447,2024-07-13,959.76,Treadmill,Cardio,Online Payment,19,Other
448,2024-01-27,1368.47,Exercise Bike,Cardio,Cash,45,Female
449,2024-07-21,756.03,Yoga Mat,Accessories,Debit Card,37,Other
450,2024-06-23,785.41,Kettlebell,Strength,Cash,39,Male
451,2024-05-13,176.14,Treadmill,Cardio,Credit Card,35,Female
452,2023-09-13,342.03,Exercise Bike,Cardio,Credit Card,44,Female
453,2024-05-13,534.29,Pull-up Bar,Accessories,Credit Card,32,Male
454,2024-02-12,434.27,Dumbbell,Strength,Online Payment,43,Male
455,2024-02-03,661.25,Treadmill,Cardio,Debit Card,51,Male
456,2024-08-06,604.12,Kettlebell,Strength,Credit Card,33,Female
457,2024-04-15,719.11,Pull-up Bar,Accessories,Cash,36,Male
458,2024-07-07,852.89,Rowing Machine,Cardio,Cash,25,Other
459,2024-05-05,144.55,Barbell,Strength,Debit Card,33,Other
460,2023-10-27,734.19,Elliptical,Cardio,Debit Card,48,Other
461,2024-07-17,451.38,Resistance Band,Accessories,Credit Card,39,Female
462,2023-12-07,1195.2,Exercise Bike,Cardio,Cash,26,Female
463,2024-05-19,460.88,Pull-up Bar,Accessories,Credit Card,46,Male
464,2024-06-12,978.96,Barbell,Strength,Credit Card,35,Male
465,2024-03-12,780.5,Elliptical,Cardio,Cash,62,Male
466,2023-10-31,962.54,Pull-up Bar,Accessories,Debit Card,36,Male
467,2024-08-18,790.71,Kettlebell,Strength,Cash,38,Other
468,2024-06-28,1389.18,Dumbbell,Strength,Credit Card,34,Other
469,2023-09-13,1494.05,Dumbbell,Strength,Online Payment,57,Other
470,2023-09-02,186.16,Dumbbell,Strength,Credit Card,46,Female
471,2024-06-27,552.89,Resistance Band,Accessories,Cash,38,Female
472,2023-12-08,257.69,Pull-up Bar,Accessories,Debit Card,27,Female
473,2024-06-24,53.08,Elliptical,Cardio,Credit Card,35,Female
474,2024-08-16,1115.3,Rowing Machine,Cardio,Credit Card,61,Male
475,2024-01-02,744.0,Barbell,Strength,Cash,44,Female
476,2024-01-20,1033.2,Exercise Bike,Cardio,Credit Card,54,Female
477,2024-02-05,1079.97,Treadmill,Cardio,Cash,46,Other
478,2024-06-07,1125.08,Barbell,Strength,Debit Card,47,Other
479,2024-05-17,356.31,Pull-up Bar,Accessories,Cash,27,Female
480,2023-11-13,887.05,Resistance Band,Accessories,Online Payment,39,Male
481,2024-08-13,1163.25,Pull-up Bar,Accessories,Credit Card,60,Other
482,2024-05-12,517.27,Dumbbell,Strength,Credit Card,23,Female
483,2024-05-03,860.77,Rowing Machine,Cardio,Online Payment,61,Other
484,2024-05-27,457.36,Yoga Mat,Accessories,Online Payment,62,Female
485,2024-07-25,251.01,Exercise Bike,Cardio,Online Payment,55,Female
486,2023-11-24,473.15,Rowing Machine,Cardio,Online Payment,39,Other
487,2024-03-17,606.83,Elliptical,Cardio,Online Payment,22,Male
488,2024-05-20,706.94,Treadmill,Cardio,Online Payment,29,Female
489,2024-06-23,1311.6,Resistance Band,Accessories,Debit Card,41,Male
490,2024-04-23,737.97,Pull-up Bar,Accessories,Credit Card,32,Male
491,2024-03-26,1203.96,Resistance Band,Accessories,Debit Card,34,Other
492,2024-03-31,847.55,Exercise Bike,Cardio,Cash,26,Other
493,2024-04-09,604.85,Dumbbell,Strength,Online Payment,47,Other
494,2024-04-13,910.38,Barbell,Strength,Credit Card,38,Other
495,2023-10-05,1151.45,Kettlebell,Strength,Online Payment,35,Female
496,2023-12-22,318.59,Resistance Band,Accessories,Online Payment,54,Other
497,2023-09-03,1269.66,Kettlebell,Strength,Credit Card,22,Other
498,2023-11-12,92.14,Elliptical,Cardio,Online Payment,34,Male
499,2024-04-14,175.69,Kettlebell,Strength,Online Payment,23,Male
500,2023-11-01,149.88,Exercise Bike,Cardio,Cash,54,Male
501,2024-05-19,1072.6,Yoga Mat,Accessories,Online Payment,38,Male
502,2024-06-19,134.48,Dumbbell,Strength,Online Payment,22,Other
503,2024-05-24,1437.32,Treadmill,Cardio,Debit Card,38,Other
504,2024-05-15,338.69,Exercise Bike,Cardio,Debit Card,58,Other
505,2023-12-02,732.74,Rowing Machine,Cardio,Cash,42,Female
506,2024-08-18,164.3,Pull-up Bar,Accessories,Credit Card,28,Male
507,2024-03-28,645.15,Rowing Machine,Cardio,Credit Card,60,Other
508,2024-02-27,1444.66,Elliptical,Cardio,Online Payment,35,Male
509,2023-09-09,364.83,Elliptical,Cardio,Credit Card,27,Female
510,2024-05-30,182.28,Yoga Mat,Accessories,Cash,37,Male
511,2023-09-21,1220.24,Exercise Bike,Cardio,Debit Card,58,Female
512,2024-08-25,543.75,Rowing Machine,Cardio,Cash,40,Male
513,2024-03-14,331.35,Elliptical,Cardio,Online Payment,51,Male
514,2024-01-24,1167.25,Yoga Mat,Accessories,Online Payment,62,Male
515,2024-03-15,683.04,Barbell,Strength,Cash,53,Female
516,2024-05-05,259.72,Rowing Machine,Cardio,Cash,32,Other
517,2024-01-25,683.95,Elliptical,Cardio,Cash,26,Male
518,2023-09-05,1063.79,Resistance Band,Accessories,Debit Card,36,Female
519,2024-06-20,1186.64,Elliptical,Cardio,Online Payment,41,Female
520,2023-11-22,133.66,Exercise Bike,Cardio,Online Payment,39,Male
521,2024-07-07,1275.54,Barbell,Strength,Cash,43,Other
522,2024-04-19,1045.53,Yoga Mat,Accessories,Cash,64,Female
523,2023-12-07,1136.19,Resistance Band,Accessories,Credit Card,41,Female
524,2024-02-22,107.97,Dumbbell,Strength,Cash,50,Other
525,2024-02-20,790.63,Pull-up Bar,Accessories,Cash,52,Female
526,2023-11-07,1181.01,Yoga Mat,Accessories,Cash,28,Other
527,2024-04-02,848.61,Yoga Mat,Accessories,Cash,34,Other
528,2023-09-02,973.92,Yoga Mat,Accessories,Online Payment,46,Male
529,2024-05-28,367.39,Dumbbell,Strength,Cash,29,Other
530,2024-08-07,161.32,Elliptical,Cardio,Debit Card,49,Other
531,2024-03-03,310.55,Dumbbell,Strength,Cash,47,Male
532,2023-09-28,786.22,Elliptical,Cardio,Credit Card,26,Other
533,2024-03-07,494.22,Pull-up Bar,Accessories,Online Payment,42,Female
534,2024-08-06,999.3,Yoga Mat,Accessories,Debit Card,30,Other
535,2024-02-04,647.72,Elliptical,Cardio,Cash,29,Female
536,2024-06-14,1358.88,Treadmill,Cardio,Debit Card,36,Female
537,2024-03-18,1324.63,Elliptical,Cardio,Debit Card,40,Male
538,2023-11-08,1214.46,Resistance Band,Accessories,Credit Card,42,Other
539,2024-08-22,1227.54,Kettlebell,Strength,Credit Card,44,Male
540,2024-06-16,301.72,Rowing Machine,Cardio,Debit Card,36,Male
541,2023-11-18,1312.51,Treadmill,Cardio,Credit Card,49,Other
542,2024-01-15,524.85,Kettlebell,Strength,Cash,49,Female
543,2024-02-24,570.95,Dumbbell,Strength,Credit Card,27,Female
544,2024-08-07,905.93,Treadmill,Cardio,Credit Card,42,Male
545,2023-12-21,1380.62,Yoga Mat,Accessories,Cash,55,Female
546,2024-02-29,296.96,Elliptical,Cardio,Credit Card,20,Other
547,2024-06-03,1048.75,Kettlebell,Strength,Credit Card,35,Male
548,2024-01-03,1214.66,Elliptical,Cardio,Online Payment,18,Other
549,2024-03-19,616.43,Dumbbell,Strength,Debit Card,36,Female
550,2024-02-23,631.12,Elliptical,Cardio,Credit Card,33,Other
551,2024-03-30,871.71,Resistance Band,Accessories,Online Payment,23,Male
552,2023-11-08,551.78,Treadmill,Cardio,Credit Card,38,Female
553,2024-03-22,1424.73,Pull-up Bar,Accessories,Online Payment,52,Other
554,2024-03-25,1175.78,Rowing Machine,Cardio,Debit Card,37,Female
555,2024-03-08,170.02,Barbell,Strength,Cash,50,Female
556,2024-01-24,1393.3,Barbell,Strength,Online Payment,44,Other
557,2024-08-04,1161.87,Barbell,Strength,Online Payment,32,Female
558,2024-06-18,1463.72,Kettlebell,Strength,Online Payment,49,Other
559,2024-02-10,136.91,Dumbbell,Strength,Online Payment,26,Other
560,2024-05-07,885.31,Pull-up Bar,Accessories,Online Payment,26,Other
561,2024-03-13,151.91,Elliptical,Cardio,Cash,64,Other
562,2024-08-22,549.28,Yoga Mat,Accessories,Credit Card,43,Female
563,2023-09-23,1080.84,Kettlebell,Strength,Online Payment,18,Other
564,2023-10-19,211.78,Resistance Band,Accessories,Cash,44,Female
565,2024-05-10,917.17,Exercise Bike,Cardio,Credit Card,43,Other
566,2023-10-08,494.15,Rowing Machine,Cardio,Online Payment,41,Other
567,2024-01-26,1079.91,Yoga Mat,Accessories,Credit Card,36,Male
568,2024-05-02,882.73,Exercise Bike,Cardio,Cash,20,Female
569,2023-12-18,147.37,Dumbbell,Strength,Online Payment,40,Female
570,2024-06-18,291.93,Barbell,Strength,Credit Card,29,Female
571,2024-03-24,125.39,Kettlebell,Strength,Online Payment,59,Other
572,2024-08-16,502.11,Resistance Band,Accessories,Debit Card,51,Male
573,2024-01-16,132.01,Dumbbell,Strength,Cash,41,Male
574,2024-07-17,851.1,Pull-up Bar,Accessories,Cash,19,Male
575,2023-10-05,161.57,Rowing Machine,Cardio,Online Payment,23,Male
576,2024-05-05,635.72,Kettlebell,Strength,Debit Card,36,Male
577,2024-04-09,443.75,Dumbbell,Strength,Credit Card,56,Other
578,2023-09-22,1037.76,Pull-up Bar,Accessories,Online Payment,59,Female
579,2024-06-11,1451.04,Yoga Mat,Accessories,Credit Card,39,Female
580,2024-02-15,120.26,Pull-up Bar,Accessories,Debit Card,41,Male
581,2024-04-15,342.79,Pull-up Bar,Accessories,Debit Card,31,Male
582,2023-09-18,328.74,Elliptical,Cardio,Credit Card,26,Male
583,2023-12-24,570.81,Exercise Bike,Cardio,Online Payment,50,Male
584,2024-05-21,883.58,Treadmill,Cardio,Online Payment,57,Female
585,2024-07-25,588.3,Barbell,Strength,Debit Card,27,Other
586,2024-07-26,422.28,Pull-up Bar,Accessories,Debit Card,41,Male
587,2024-05-14,1226.25,Elliptical,Cardio,Online Payment,33,Male
588,2024-08-14,1030.1,Elliptical,Cardio,Online Payment,41,Male
589,2023-10-12,239.29,Dumbbell,Strength,Online Payment,64,Male
590,2023-10-24,1445.66,Pull-up Bar,Accessories,Cash,50,Other
591,2024-04-07,520.38,Kettlebell,Strength,Debit Card,35,Other
592,2024-04-05,896.26,Pull-up Bar,Accessories,Credit Card,25,Female
593,2023-10-24,961.32,Elliptical,Cardio,Debit Card,35,Other
594,2023-12-31,1362.51,Treadmill,Cardio,Cash,50,Other
595,2024-04-28,880.71,Dumbbell,Strength,Credit Card,41,Male
596,2023-12-04,87.17,Treadmill,Cardio,Credit Card,47,Female
597,2024-03-10,1235.57,Pull-up Bar,Accessories,Debit Card,36,Other
598,2024-04-27,1325.74,Kettlebell,Strength,Online Payment,50,Male
599,2024-08-09,772.57,Barbell,Strength,Online Payment,51,Male
600,2024-06-08,65.04,Pull-up Bar,Accessories,Cash,40,Female
601,2023-11-26,1455.22,Exercise Bike,Cardio,Online Payment,32,Male
602,2024-06-12,851.14,Treadmill,Cardio,Cash,42,Female
603,2024-02-19,1421.07,Rowing Machine,Cardio,Online Payment,52,Male
604,2024-07-07,661.01,Dumbbell,Strength,Cash,34,Other
605,2023-11-23,520.63,Pull-up Bar,Accessories,Debit Card,64,Other
606,2023-12-31,228.34,Yoga Mat,Accessories,Credit Card,37,Male
607,2024-06-13,1497.86,Dumbbell,Strength,Cash,34,Other
608,2024-07-19,699.83,Dumbbell,Strength,Debit Card,53,Other
609,2023-12-10,570.36,Kettlebell,Strength,Debit Card,53,Other
610,2024-03-09,143.26,Resistance Band,Accessories,Online Payment,48,Female
611,2024-02-15,898.26,Kettlebell,Strength,Online Payment,37,Female
612,2023-09-09,63.44,Resistance Band,Accessories,Debit Card,61,Other
613,2023-09-27,327.9,Kettlebell,Strength,Cash,34,Other
614,2023-11-19,1044.51,Elliptical,Cardio,Debit Card,59,Male
615,2024-05-01,757.92,Elliptical,Cardio,Credit Card,37,Female
616,2023-10-15,768.22,Resistance Band,Accessories,Cash,58,Male
617,2024-03-01,325.65,Rowing Machine,Cardio,Debit Card,37,Female
618,2024-05-01,730.08,Treadmill,Cardio,Debit Card,48,Female
619,2024-05-12,284.0,Pull-up Bar,Accessories,Credit Card,41,Other
620,2024-08-08,1340.03,Exercise Bike,Cardio,Debit Card,56,Female
621,2023-10-24,795.91,Yoga Mat,Accessories,Online Payment,36,Male
622,2023-11-10,879.7,Pull-up Bar,Accessories,Debit Card,29,Female
623,2023-10-14,891.58,Kettlebell,Strength,Debit Card,33,Female
624,2024-08-17,586.65,Dumbbell,Strength,Credit Card,18,Female
625,2024-01-15,1065.88,Barbell,Strength,Credit Card,36,Female
626,2024-04-12,1062.51,Resistance Band,Accessories,Online Payment,48,Other
627,2024-06-28,661.58,Treadmill,Cardio,Online Payment,40,Female
628,2024-02-18,696.9,Treadmill,Cardio,Debit Card,52,Female
629,2024-08-25,836.64,Elliptical,Cardio,Credit Card,35,Other
630,2024-07-21,1437.75,Rowing Machine,Cardio,Credit Card,27,Female
631,2024-08-20,542.02,Resistance Band,Accessories,Credit Card,36,Female
632,2024-03-30,557.12,Resistance Band,Accessories,Debit Card,56,Female
633,2024-01-29,1124.89,Kettlebell,Strength,Online Payment,61,Other
634,2024-03-02,893.02,Rowing Machine,Cardio,Debit Card,47,Female
635,2024-03-01,69.03,Dumbbell,Strength,Debit Card,40,Other
636,2024-07-08,356.37,Kettlebell,Strength,Cash,25,Male
637,2023-12-19,512.32,Treadmill,Cardio,Cash,51,Female
638,2024-05-02,971.48,Yoga Mat,Accessories,Debit Card,26,Male
639,2024-07-20,1110.14,Exercise Bike,Cardio,Online Payment,48,Other
640,2023-09-26,1400.41,Barbell,Strength,Online Payment,44,Other
641,2024-07-19,1324.67,Pull-up Bar,Accessories,Online Payment,37,Female
642,2023-09-02,1418.58,Yoga Mat,Accessories,Online Payment,35,Male
643,2024-08-06,1117.06,Yoga Mat,Accessories,Credit Card,34,Female
644,2024-03-20,1071.16,Elliptical,Cardio,Cash,42,Male
645,2024-03-03,1437.77,Rowing Machine,Cardio,Debit Card,35,Other
646,2023-11-21,866.54,Resistance Band,Accessories,Credit Card,39,Female
647,2024-05-29,107.26,Barbell,Strength,Debit Card,37,Female
648,2024-01-20,1391.95,Yoga Mat,Accessories,Debit Card,61,Male
649,2023-10-07,878.12,Pull-up Bar,Accessories,Online Payment,36,Other
650,2023-11-27,238.88,Kettlebell,Strength,Credit Card,22,Other
651,2024-02-04,109.91,Barbell,Strength,Credit Card,37,Other
652,2023-09-26,300.96,Kettlebell,Strength,Credit Card,50,Male
653,2024-03-08,945.19,Treadmill,Cardio,Debit Card,34,Male
654,2024-01-27,1040.73,Kettlebell,Strength,Online Payment,43,Other
655,2024-06-25,1284.89,Kettlebell,Strength,Cash,23,Other
656,2023-12-21,673.24,Resistance Band,Accessories,Online Payment,38,Male
657,2023-10-01,1159.7,Yoga Mat,Accessories,Credit Card,42,Male
658,2023-10-24,273.23,Exercise Bike,Cardio,Debit Card,42,Male
659,2024-06-26,1367.78,Dumbbell,Strength,Debit Card,40,Female
660,2023-12-30,1261.35,Resistance Band,Accessories,Online Payment,23,Male
661,2024-05-09,860.15,Dumbbell,Strength,Online Payment,26,Male
662,2023-12-13,1253.81,Dumbbell,Strength,Online Payment,50,Female
663,2023-11-23,1468.44,Barbell,Strength,Debit Card,39,Male
664,2023-12-15,390.41,Barbell,Strength,Online Payment,49,Other
665,2023-09-16,944.8,Resistance Band,Accessories,Cash,38,Other
666,2023-11-30,1003.58,Resistance Band,Accessories,Online Payment,47,Other
667,2024-01-01,1342.95,Dumbbell,Strength,Online Payment,32,Male
668,2023-12-28,265.09,Dumbbell,Strength,Online Payment,56,Female
669,2023-11-20,101.98,Kettlebell,Strength,Online Payment,26,Other
670,2023-10-12,136.98,Elliptical,Cardio,Credit Card,38,Female
671,2024-03-22,1261.6,Yoga Mat,Accessories,Debit Card,25,Female
672,2024-08-16,865.84,Yoga Mat,Accessories,Credit Card,61,Male
673,2023-11-14,735.43,Treadmill,Cardio,Debit Card,20,Other
674,2023-10-18,1003.37,Barbell,Strength,Cash,49,Male
675,2023-12-02,1441.5,Kettlebell,Strength,Debit Card,47,Male
676,2023-12-11,1236.25,Pull-up Bar,Accessories,Credit Card,57,Male
677,2024-02-17,947.09,Exercise Bike,Cardio,Online Payment,46,Female
678,2024-07-30,78.39,Pull-up Bar,Accessories,Online Payment,36,Female
679,2023-09-04,217.41,Barbell,Strength,Cash,38,Female
680,2023-12-21,91.09,Dumbbell,Strength,Debit Card,30,Female
681,2024-05-14,584.14,Elliptical,Cardio,Cash,24,Female
682,2024-05-08,1081.76,Treadmill,Cardio,Debit Card,54,Other
683,2024-08-26,1471.09,Rowing Machine,Cardio,Cash,41,Male
684,2024-01-15,882.41,Barbell,Strength,Online Payment,50,Female
685,2024-03-28,521.67,Yoga Mat,Accessories,Online Payment,37,Female
686,2024-01-14,853.04,Yoga Mat,Accessories,Debit Card,45,Male
687,2023-10-27,1119.74,Exercise Bike,Cardio,Cash,20,Male
688,2023-11-17,496.37,Pull-up Bar,Accessories,Online Payment,37,Male
689,2024-05-20,968.55,Barbell,Strength,Debit Card,31,Female
690,2023-09-19,749.7,Exercise Bike,Cardio,Credit Card,34,Male
691,2024-03-06,784.97,Barbell,Strength,Credit Card,33,Female
692,2023-12-08,684.94,Dumbbell,Strength,Debit Card,18,Male
693,2023-10-06,246.73,Rowing Machine,Cardio,Debit Card,43,Male
694,2024-07-14,61.4,Pull-up Bar,Accessories,Cash,44,Female
695,2024-03-27,343.14,Rowing Machine,Cardio,Cash,48,Male
696,2024-02-23,303.78,Pull-up Bar,Accessories,Online Payment,42,Male
697,2024-04-08,816.77,Exercise Bike,Cardio,Credit Card,48,Other
698,2024-03-20,1367.91,Yoga Mat,Accessories,Debit Card,25,Male
699,2024-08-07,1461.06,Dumbbell,Strength,Cash,60,Male
700,2024-07-31,551.06,Exercise Bike,Cardio,Cash,27,Female
701,2023-11-02,368.72,Yoga Mat,Accessories,Credit Card,42,Female
702,2024-01-03,1152.47,Treadmill,Cardio,Debit Card,21,Female
703,2024-02-10,1097.24,Pull-up Bar,Accessories,Cash,31,Other
704,2023-11-09,188.22,Rowing Machine,Cardio,Debit Card,49,Other
705,2023-09-20,1090.7,Yoga Mat,Accessories,Credit Card,43,Female
706,2023-11-14,460.87,Exercise Bike,Cardio,Online Payment,41,Male
707,2024-01-17,977.73,Elliptical,Cardio,Debit Card,49,Female
708,2024-01-14,1463.41,Resistance Band,Accessories,Cash,40,Female
709,2023-09-18,934.17,Treadmill,Cardio,Debit Card,25,Female
710,2024-01-27,604.2,Resistance Band,Accessories,Cash,52,Male
711,2024-05-14,213.56,Kettlebell,Strength,Cash,45,Female
712,2024-05-10,115.43,Yoga Mat,Accessories,Credit Card,37,Other
713,2024-08-18,783.92,Treadmill,Cardio,Credit Card,27,Other
714,2023-09-22,1128.05,Exercise Bike,Cardio,Cash,21,Other
715,2024-03-20,1311.32,Barbell,Strength,Cash,42,Female
716,2023-12-28,625.19,Yoga Mat,Accessories,Online Payment,38,Female
717,2023-09-02,795.5,Exercise Bike,Cardio,Cash,41,Female
718,2024-04-30,718.31,Dumbbell,Strength,Debit Card,39,Other
719,2024-02-09,1326.38,Elliptical,Cardio,Online Payment,58,Other
